song_id,similar_song_id,similarity_score,method
song_0059,song_0092,0.8601,tfidf
song_0059,song_0243,0.8047,tfidf
song_0059,song_0218,0.8009,tfidf
song_0059,song_0074,0.7921,tfidf
song_0059,song_0148,0.7861,tfidf
song_0060,song_0090,0.8335,tfidf
song_0060,song_0286,0.8279,tfidf
song_0060,song_0154,0.7726,tfidf
song_0060,song_0298,0.7692,tfidf
song_0060,song_0057,0.7671,tfidf
song_0061,song_0193,0.8775,tfidf
song_0061,song_0056,0.8752,tfidf
song_0061,song_0152,0.8748,tfidf
song_0061,song_0293,0.8447,tfidf
song_0061,song_0010,0.8438,tfidf
song_0062,song_0030,0.8108,tfidf
song_0062,song_0245,0.7977,tfidf
song_0062,song_0166,0.7891,tfidf
song_0062,song_0135,0.7522,tfidf
song_0062,song_0058,0.7459,tfidf
song_0063,song_0078,0.8716,tfidf
song_0063,song_0058,0.8324,tfidf
song_0063,song_0245,0.8323,tfidf
song_0063,song_0001,0.8283,tfidf
song_0063,song_0213,0.7954,tfidf
song_0064,song_0107,0.8147,tfidf
song_0064,song_0271,0.8147,tfidf
song_0064,song_0243,0.8076,tfidf
song_0064,song_0148,0.8033,tfidf
song_0064,song_0297,0.8004,tfidf
song_0065,song_0034,0.807,tfidf
song_0065,song_0258,0.782,tfidf
song_0065,song_0158,0.7674,tfidf
song_0065,song_0045,0.7628,tfidf
song_0065,song_0006,0.7599,tfidf
song_0066,song_0146,0.8616,tfidf
song_0066,song_0300,0.8428,tfidf
song_0066,song_0253,0.8399,tfidf
song_0066,song_0283,0.8366,tfidf
song_0066,song_0021,0.8305,tfidf
song_0067,song_0072,0.8517,tfidf
song_0067,song_0147,0.8305,tfidf
song_0067,song_0277,0.8155,tfidf
song_0067,song_0253,0.8072,tfidf
song_0067,song_0226,0.807,tfidf
song_0068,song_0141,0.8429,tfidf
song_0068,song_0040,0.8179,tfidf
song_0068,song_0168,0.8115,tfidf
song_0068,song_0138,0.808,tfidf
song_0068,song_0275,0.8062,tfidf
song_0069,song_0019,0.8238,tfidf
song_0069,song_0208,0.819,tfidf
song_0069,song_0087,0.8165,tfidf
song_0069,song_0081,0.816,tfidf
song_0069,song_0126,0.8045,tfidf
song_0070,song_0214,0.8244,tfidf
song_0070,song_0019,0.816,tfidf
song_0070,song_0242,0.8053,tfidf
song_0070,song_0126,0.803,tfidf
song_0070,song_0087,0.8013,tfidf
song_0071,song_0117,0.7971,tfidf
song_0071,song_0103,0.7945,tfidf
song_0071,song_0239,0.7872,tfidf
song_0071,song_0120,0.7841,tfidf
song_0071,song_0205,0.7766,tfidf
song_0072,song_0067,0.8517,tfidf
song_0072,song_0122,0.8488,tfidf
song_0072,song_0226,0.8398,tfidf
song_0072,song_0082,0.8371,tfidf
song_0072,song_0195,0.8316,tfidf
song_0073,song_0203,0.8632,tfidf
song_0073,song_0299,0.7792,tfidf
song_0073,song_0041,0.7649,tfidf
song_0073,song_0236,0.7627,tfidf
song_0073,song_0017,0.7614,tfidf
song_0074,song_0105,0.8244,tfidf
song_0074,song_0140,0.8162,tfidf
song_0074,song_0148,0.8062,tfidf
song_0074,song_0294,0.8039,tfidf
song_0074,song_0218,0.8004,tfidf
song_0075,song_0124,0.8336,tfidf
song_0075,song_0214,0.8331,tfidf
song_0075,song_0081,0.8108,tfidf
song_0075,song_0191,0.8077,tfidf
song_0075,song_0087,0.8036,tfidf
song_0076,song_0297,0.8314,tfidf
song_0076,song_0176,0.8312,tfidf
song_0076,song_0164,0.8308,tfidf
song_0076,song_0011,0.8246,tfidf
song_0076,song_0040,0.8027,tfidf
song_0077,song_0159,0.8787,tfidf
song_0077,song_0166,0.8475,tfidf
song_0077,song_0213,0.8416,tfidf
song_0077,song_0245,0.8265,tfidf
song_0077,song_0135,0.8257,tfidf
song_0078,song_0063,0.8716,tfidf
song_0078,song_0058,0.8577,tfidf
song_0078,song_0245,0.8495,tfidf
song_0078,song_0001,0.8262,tfidf
song_0078,song_0057,0.8102,tfidf
song_0079,song_0133,0.8809,tfidf
song_0079,song_0274,0.8342,tfidf
song_0079,song_0178,0.8331,tfidf
song_0079,song_0238,0.8111,tfidf
song_0079,song_0214,0.8083,tfidf
song_0080,song_0096,0.8762,tfidf
song_0080,song_0050,0.8612,tfidf
song_0080,song_0036,0.8537,tfidf
song_0080,song_0046,0.8532,tfidf
song_0080,song_0165,0.8476,tfidf
song_0081,song_0116,0.8539,tfidf
song_0081,song_0126,0.8388,tfidf
song_0081,song_0238,0.8359,tfidf
song_0081,song_0208,0.8331,tfidf
song_0081,song_0241,0.8312,tfidf
song_0082,song_0119,0.8617,tfidf
song_0082,song_0253,0.8436,tfidf
song_0082,song_0072,0.8371,tfidf
song_0082,song_0147,0.8316,tfidf
song_0082,song_0122,0.8225,tfidf
song_0083,song_0181,0.8354,tfidf
song_0083,song_0004,0.8242,tfidf
song_0083,song_0098,0.8223,tfidf
song_0083,song_0027,0.8197,tfidf
song_0083,song_0182,0.8171,tfidf
song_0084,song_0227,0.8634,tfidf
song_0084,song_0238,0.8406,tfidf
song_0084,song_0081,0.831,tfidf
song_0084,song_0013,0.8194,tfidf
song_0084,song_0116,0.8127,tfidf
song_0085,song_0155,0.8131,tfidf
song_0085,song_0104,0.7974,tfidf
song_0085,song_0162,0.7712,tfidf
song_0085,song_0249,0.7689,tfidf
song_0085,song_0113,0.766,tfidf
song_0086,song_0297,0.8789,tfidf
song_0086,song_0040,0.8305,tfidf
song_0086,song_0243,0.8204,tfidf
song_0086,song_0138,0.819,tfidf
song_0086,song_0263,0.8126,tfidf
song_0087,song_0238,0.844,tfidf
song_0087,song_0019,0.8392,tfidf
song_0087,song_0081,0.83,tfidf
song_0087,song_0026,0.8259,tfidf
song_0087,song_0214,0.8185,tfidf
song_0088,song_0232,0.801,tfidf
song_0088,song_0289,0.7924,tfidf
song_0088,song_0291,0.7635,tfidf
song_0088,song_0193,0.7541,tfidf
song_0088,song_0061,0.7455,tfidf
song_0089,song_0254,0.8246,tfidf
song_0089,song_0279,0.8117,tfidf
song_0089,song_0027,0.7929,tfidf
song_0089,song_0252,0.7897,tfidf
song_0089,song_0181,0.776,tfidf
song_0090,song_0213,0.8622,tfidf
song_0090,song_0159,0.8454,tfidf
song_0090,song_0001,0.8406,tfidf
song_0090,song_0298,0.8355,tfidf
song_0090,song_0060,0.8335,tfidf
song_0091,song_0269,0.8336,tfidf
song_0091,song_0186,0.8112,tfidf
song_0091,song_0038,0.7916,tfidf
song_0091,song_0172,0.7851,tfidf
song_0091,song_0240,0.7843,tfidf
song_0092,song_0218,0.8611,tfidf
song_0092,song_0059,0.8601,tfidf
song_0092,song_0148,0.8312,tfidf
song_0092,song_0006,0.8225,tfidf
song_0092,song_0271,0.8147,tfidf
song_0093,song_0229,0.8658,tfidf
song_0093,song_0006,0.8083,tfidf
song_0093,song_0107,0.8081,tfidf
song_0093,song_0101,0.8052,tfidf
song_0093,song_0218,0.7985,tfidf
song_0094,song_0121,0.8271,tfidf
song_0094,song_0235,0.8138,tfidf
song_0094,song_0194,0.7908,tfidf
song_0094,song_0120,0.7898,tfidf
song_0094,song_0157,0.786,tfidf
song_0095,song_0039,0.8739,tfidf
song_0095,song_0215,0.8572,tfidf
song_0095,song_0001,0.847,tfidf
song_0095,song_0213,0.8467,tfidf
song_0095,song_0196,0.8465,tfidf
song_0096,song_0080,0.8762,tfidf
song_0096,song_0017,0.8492,tfidf
song_0096,song_0167,0.8452,tfidf
song_0096,song_0102,0.8302,tfidf
song_0096,song_0022,0.8242,tfidf
song_0097,song_0279,0.8628,tfidf
song_0097,song_0089,0.7744,tfidf
song_0097,song_0252,0.7471,tfidf
song_0097,song_0027,0.7469,tfidf
song_0097,song_0181,0.7209,tfidf
song_0098,song_0181,0.8619,tfidf
song_0098,song_0027,0.8466,tfidf
song_0098,song_0112,0.831,tfidf
song_0098,song_0004,0.8281,tfidf
song_0098,song_0083,0.8223,tfidf
song_0099,song_0136,0.8283,tfidf
song_0099,song_0252,0.8032,tfidf
song_0099,song_0181,0.7819,tfidf
song_0099,song_0027,0.7752,tfidf
song_0099,song_0261,0.7702,tfidf
song_0100,song_0249,0.873,tfidf
song_0100,song_0253,0.8717,tfidf
song_0100,song_0237,0.8483,tfidf
song_0100,song_0037,0.8313,tfidf
song_0100,song_0290,0.8215,tfidf
song_0101,song_0229,0.8409,tfidf
song_0101,song_0218,0.8254,tfidf
song_0101,song_0040,0.8182,tfidf
song_0101,song_0140,0.8142,tfidf
song_0101,song_0008,0.8134,tfidf
song_0102,song_0036,0.9135,tfidf
song_0102,song_0017,0.8458,tfidf
song_0102,song_0212,0.8457,tfidf
song_0102,song_0236,0.8415,tfidf
song_0102,song_0080,0.8396,tfidf
song_0103,song_0117,0.8472,tfidf
song_0103,song_0071,0.7945,tfidf
song_0103,song_0055,0.7904,tfidf
song_0103,song_0111,0.785,tfidf
song_0103,song_0121,0.78,tfidf
song_0104,song_0085,0.7974,tfidf
song_0104,song_0155,0.7561,tfidf
song_0104,song_0082,0.7392,tfidf
song_0104,song_0170,0.7195,tfidf
song_0104,song_0237,0.714,tfidf
song_0105,song_0271,0.8436,tfidf
song_0105,song_0218,0.8434,tfidf
song_0105,song_0243,0.8326,tfidf
song_0105,song_0074,0.8244,tfidf
song_0105,song_0148,0.82,tfidf
song_0106,song_0282,0.8245,tfidf
song_0106,song_0126,0.8046,tfidf
song_0106,song_0081,0.8038,tfidf
song_0106,song_0241,0.8024,tfidf
song_0106,song_0223,0.7881,tfidf
song_0107,song_0229,0.8776,tfidf
song_0107,song_0006,0.8697,tfidf
song_0107,song_0256,0.8659,tfidf
song_0107,song_0217,0.8347,tfidf
song_0107,song_0148,0.8339,tfidf
song_0108,song_0049,0.8734,tfidf
song_0108,song_0223,0.8655,tfidf
song_0108,song_0178,0.8616,tfidf
song_0108,song_0214,0.8453,tfidf
song_0108,song_0145,0.8394,tfidf
song_0109,song_0011,0.8103,tfidf
song_0109,song_0035,0.8067,tfidf
song_0109,song_0148,0.7987,tfidf
song_0109,song_0045,0.7878,tfidf
song_0109,song_0006,0.7809,tfidf
song_0110,song_0072,0.8182,tfidf
song_0110,song_0195,0.8069,tfidf
song_0110,song_0044,0.8064,tfidf
song_0110,song_0255,0.8022,tfidf
song_0110,song_0113,0.802,tfidf
song_0111,song_0195,0.8681,tfidf
song_0111,song_0239,0.8375,tfidf
song_0111,song_0157,0.8289,tfidf
song_0111,song_0113,0.8117,tfidf
song_0111,song_0121,0.8001,tfidf
song_0112,song_0027,0.8353,tfidf
song_0112,song_0098,0.831,tfidf
song_0112,song_0127,0.8245,tfidf
song_0112,song_0179,0.8151,tfidf
song_0112,song_0292,0.8068,tfidf
song_0113,song_0249,0.8336,tfidf
song_0113,song_0253,0.8299,tfidf
song_0113,song_0237,0.8226,tfidf
song_0113,song_0082,0.8224,tfidf
song_0113,song_0100,0.8199,tfidf
song_0114,song_0004,0.8172,tfidf
song_0114,song_0020,0.8153,tfidf
song_0114,song_0181,0.7981,tfidf
song_0114,song_0127,0.7901,tfidf
song_0114,song_0179,0.7868,tfidf
song_0115,song_0169,0.8797,tfidf
song_0115,song_0167,0.8768,tfidf
song_0115,song_0150,0.844,tfidf
song_0115,song_0266,0.8405,tfidf
song_0115,song_0287,0.8363,tfidf
song_0116,song_0238,0.8559,tfidf
song_0116,song_0081,0.8539,tfidf
song_0116,song_0177,0.8268,tfidf
song_0116,song_0208,0.8161,tfidf
song_0116,song_0084,0.8127,tfidf
song_0117,song_0103,0.8472,tfidf
song_0117,song_0121,0.8362,tfidf
song_0117,song_0120,0.8062,tfidf
song_0117,song_0071,0.7971,tfidf
song_0117,song_0237,0.7959,tfidf
song_0118,song_0219,0.8055,tfidf
song_0118,song_0076,0.787,tfidf
song_0118,song_0149,0.7655,tfidf
song_0118,song_0256,0.7638,tfidf
song_0118,song_0176,0.7508,tfidf
song_0119,song_0082,0.8617,tfidf
song_0119,song_0147,0.8569,tfidf
song_0119,song_0072,0.8144,tfidf
song_0119,song_0067,0.806,tfidf
song_0119,song_0230,0.8058,tfidf
song_0120,song_0009,0.8208,tfidf
song_0120,song_0117,0.8062,tfidf
song_0120,song_0194,0.8048,tfidf
song_0120,song_0249,0.8017,tfidf
song_0120,song_0113,0.8001,tfidf
song_0121,song_0117,0.8362,tfidf
song_0121,song_0094,0.8271,tfidf
song_0121,song_0157,0.8099,tfidf
song_0121,song_0111,0.8001,tfidf
song_0121,song_0103,0.78,tfidf
song_0122,song_0072,0.8488,tfidf
song_0122,song_0226,0.8449,tfidf
song_0122,song_0082,0.8225,tfidf
song_0122,song_0119,0.8051,tfidf
song_0122,song_0233,0.7912,tfidf
song_0123,song_0169,0.8629,tfidf
song_0123,song_0248,0.8384,tfidf
song_0123,song_0150,0.8336,tfidf
song_0123,song_0115,0.8314,tfidf
song_0123,song_0167,0.826,tfidf
song_0124,song_0013,0.8454,tfidf
song_0124,song_0276,0.8355,tfidf
song_0124,song_0075,0.8336,tfidf
song_0124,song_0049,0.8307,tfidf
song_0124,song_0108,0.7974,tfidf
song_0125,song_0222,0.8095,tfidf
song_0125,song_0007,0.8007,tfidf
song_0125,song_0056,0.8001,tfidf
song_0125,song_0262,0.7968,tfidf
song_0125,song_0247,0.7933,tfidf
song_0126,song_0242,0.8806,tfidf
song_0126,song_0081,0.8388,tfidf
song_0126,song_0209,0.8312,tfidf
song_0126,song_0177,0.8274,tfidf
song_0126,song_0019,0.8215,tfidf
song_0127,song_0179,0.8721,tfidf
song_0127,song_0112,0.8245,tfidf
song_0127,song_0098,0.8155,tfidf
song_0127,song_0004,0.8148,tfidf
song_0127,song_0027,0.8139,tfidf
song_0128,song_0031,0.849,tfidf
song_0128,song_0211,0.8454,tfidf
song_0128,song_0288,0.8154,tfidf
song_0128,song_0222,0.7977,tfidf
song_0128,song_0281,0.7798,tfidf
song_0129,song_0039,0.8505,tfidf
song_0129,song_0215,0.8495,tfidf
song_0129,song_0095,0.8437,tfidf
song_0129,song_0142,0.8295,tfidf
song_0129,song_0286,0.829,tfidf
song_0130,song_0202,0.8487,tfidf
song_0130,song_0254,0.8375,tfidf
song_0130,song_0098,0.8185,tfidf
song_0130,song_0027,0.7967,tfidf
song_0130,song_0225,0.7931,tfidf
song_0131,song_0298,0.8538,tfidf
song_0131,song_0159,0.8502,tfidf
song_0131,song_0213,0.8395,tfidf
song_0131,song_0090,0.8139,tfidf
song_0131,song_0180,0.8117,tfidf
song_0132,song_0272,0.8072,tfidf
song_0132,song_0211,0.7285,tfidf
song_0132,song_0007,0.6926,tfidf
song_0132,song_0128,0.6861,tfidf
song_0132,song_0288,0.6838,tfidf
song_0133,song_0079,0.8809,tfidf
song_0133,song_0184,0.8326,tfidf
song_0133,song_0214,0.8071,tfidf
song_0133,song_0178,0.8012,tfidf
song_0133,song_0049,0.7949,tfidf
song_0134,song_0243,0.8077,tfidf
song_0134,song_0148,0.8042,tfidf
song_0134,song_0138,0.7937,tfidf
song_0134,song_0092,0.7849,tfidf
song_0134,song_0040,0.7846,tfidf
song_0135,song_0030,0.8903,tfidf
song_0135,song_0159,0.8314,tfidf
song_0135,song_0166,0.829,tfidf
song_0135,song_0077,0.8257,tfidf
song_0135,song_0180,0.8201,tfidf
song_0136,song_0099,0.8283,tfidf
song_0136,song_0252,0.8239,tfidf
song_0136,song_0163,0.8113,tfidf
song_0136,song_0181,0.7868,tfidf
song_0136,song_0027,0.7658,tfidf
song_0137,song_0219,0.8106,tfidf
song_0137,song_0176,0.8055,tfidf
song_0137,song_0149,0.7999,tfidf
song_0137,song_0023,0.7999,tfidf
song_0137,song_0164,0.7934,tfidf
song_0138,song_0256,0.8999,tfidf
song_0138,song_0040,0.8807,tfidf
song_0138,song_0173,0.8574,tfidf
song_0138,song_0168,0.8418,tfidf
song_0138,song_0243,0.8412,tfidf
song_0139,song_0247,0.8379,tfidf
song_0139,song_0161,0.8105,tfidf
song_0139,song_0186,0.8069,tfidf
song_0139,song_0007,0.8017,tfidf
song_0139,song_0172,0.7947,tfidf
song_0140,song_0148,0.8567,tfidf
song_0140,song_0218,0.8405,tfidf
song_0140,song_0229,0.8203,tfidf
song_0140,song_0256,0.8181,tfidf
song_0140,song_0243,0.8175,tfidf
song_0141,song_0068,0.8429,tfidf
